  7.00000,   5.00000,   7.00000
  10.00000,   2.00000,   8.50000
  7.00000,   5.00000,   8.00000
  10.00000,   2.00000,   8.50000
  8.00000,   4.00000,   8.40000
  10.00000,   2.00000,   8.66667
  12.00000,   0.00000,   9.14286
  6.00000,   6.00000,   8.75000
  7.00000,   5.00000,   8.55556
  6.00000,   6.00000,   8.30000
  10.00000,   2.00000,   8.45455
  6.00000,   6.00000,   8.25000
  4.00000,   8.00000,   7.92308
  6.00000,   6.00000,   7.78571
  8.00000,   4.00000,   7.80000
  8.00000,   4.00000,   7.81250
  3.00000,   9.00000,   7.52941
  10.00000,   2.00000,   7.66667
  10.00000,   2.00000,   7.78947
  8.00000,   4.00000,   7.80000
  6.00000,   6.00000,   7.71429
  10.00000,   2.00000,   7.81818
  6.00000,   6.00000,   7.73913
  5.00000,   7.00000,   7.62500
  8.00000,   4.00000,   7.64000
  8.00000,   4.00000,   7.65385
  8.00000,   4.00000,   7.66667
  8.00000,   4.00000,   7.67857
  9.00000,   3.00000,   7.72414
  8.00000,   4.00000,   7.73333
  4.00000,   8.00000,   7.61290
  6.00000,   6.00000,   7.56250
  10.00000,   2.00000,   7.63636
  8.00000,   4.00000,   7.64706
  8.00000,   4.00000,   7.65714
  6.00000,   6.00000,   7.61111
  8.00000,   4.00000,   7.62162
  5.00000,   7.00000,   7.55263
  8.00000,   4.00000,   7.56410
  2.00000,   10.00000,   7.42500
  12.00000,   0.00000,   7.53659
  9.00000,   3.00000,   7.57143
  9.00000,   3.00000,   7.60465
  8.00000,   4.00000,   7.61364
  8.00000,   4.00000,   7.62222
  5.00000,   7.00000,   7.56522
  10.00000,   2.00000,   7.61702
  6.00000,   6.00000,   7.58333
  10.00000,   2.00000,   7.63265
  10.00000,   2.00000,   7.68000
  9.00000,   3.00000,   7.70588
  10.00000,   2.00000,   7.75000
  8.00000,   4.00000,   7.75472
  7.00000,   5.00000,   7.74074
  9.00000,   3.00000,   7.76364
  12.00000,   0.00000,   7.83929
  6.00000,   6.00000,   7.80702
  7.00000,   5.00000,   7.79310
  12.00000,   0.00000,   7.86441
  4.00000,   8.00000,   7.80000
  8.00000,   4.00000,   7.80328
  2.00000,   10.00000,   7.70968
  8.00000,   4.00000,   7.71429
  7.00000,   5.00000,   7.70312
  8.00000,   4.00000,   7.70769
  8.00000,   4.00000,   7.71212
  8.00000,   4.00000,   7.71642
  7.00000,   5.00000,   7.70588
  8.00000,   4.00000,   7.71014
  11.00000,   1.00000,   7.75714
  4.00000,   8.00000,   7.70423
  8.00000,   4.00000,   7.70833
  8.00000,   4.00000,   7.71233
  6.00000,   6.00000,   7.68919
  8.00000,   4.00000,   7.69333
  8.00000,   4.00000,   7.69737
  6.00000,   6.00000,   7.67532
  6.00000,   6.00000,   7.65385
  8.00000,   4.00000,   7.65823
  12.00000,   0.00000,   7.71250
  8.00000,   4.00000,   7.71605
  8.00000,   4.00000,   7.71951
  6.00000,   6.00000,   7.69880
  4.00000,   8.00000,   7.65476
  4.00000,   8.00000,   7.61176
  9.00000,   3.00000,   7.62791
  10.00000,   2.00000,   7.65517
  6.00000,   6.00000,   7.63636
  7.00000,   5.00000,   7.62921
  2.00000,   10.00000,   7.56667
  8.00000,   4.00000,   7.57143
  6.00000,   6.00000,   7.55435
  6.00000,   6.00000,   7.53763
  5.00000,   7.00000,   7.51064
  4.00000,   8.00000,   7.47368
  5.00000,   7.00000,   7.44792
  9.00000,   3.00000,   7.46392
  10.00000,   2.00000,   7.48980
  9.00000,   3.00000,   7.50505
  8.00000,   4.00000,   7.51000
  6.00000,   6.00000,   7.49505
  8.00000,   4.00000,   7.50000
  7.00000,   5.00000,   7.49515
  4.00000,   8.00000,   7.46154
  6.00000,   6.00000,   7.44762
  4.00000,   8.00000,   7.41509
  7.00000,   5.00000,   7.41121
  10.00000,   2.00000,   7.43519
  6.00000,   6.00000,   7.42202
  10.00000,   2.00000,   7.44545
  12.00000,   0.00000,   7.48649
  9.00000,   3.00000,   7.50000
  12.00000,   0.00000,   7.53982
  9.00000,   3.00000,   7.55263
  6.00000,   6.00000,   7.53913
  8.00000,   4.00000,   7.54310
  9.00000,   3.00000,   7.55556
  7.00000,   5.00000,   7.55085
  10.00000,   2.00000,   7.57143
  8.00000,   4.00000,   7.57500
  10.00000,   2.00000,   7.59504
  6.00000,   6.00000,   7.58197
  7.00000,   5.00000,   7.57724
  7.00000,   5.00000,   7.57258
  8.00000,   4.00000,   7.57600
  8.00000,   4.00000,   7.57937
  6.00000,   6.00000,   7.56693
  11.00000,   1.00000,   7.59375
  10.00000,   2.00000,   7.61240
  6.00000,   6.00000,   7.60000
  4.00000,   8.00000,   7.57252
  10.00000,   2.00000,   7.59091
  10.00000,   2.00000,   7.60902
  8.00000,   4.00000,   7.61194
  8.00000,   4.00000,   7.61481
  6.00000,   6.00000,   7.60294
  9.00000,   3.00000,   7.61314
  10.00000,   2.00000,   7.63043
  9.00000,   3.00000,   7.64029
  8.00000,   4.00000,   7.64286
  10.00000,   2.00000,   7.65957
  10.00000,   2.00000,   7.67606
  7.00000,   5.00000,   7.67133
  8.00000,   4.00000,   7.67361
  6.00000,   6.00000,   7.66207
  10.00000,   2.00000,   7.67808
  8.00000,   4.00000,   7.68027
  6.00000,   6.00000,   7.66892
  9.00000,   3.00000,   7.67785
  10.00000,   2.00000,   7.69333
  6.00000,   6.00000,   7.68212
  8.00000,   4.00000,   7.68421
  6.00000,   6.00000,   7.67320
  10.00000,   2.00000,   7.68831
  6.00000,   6.00000,   7.67742
  6.00000,   6.00000,   7.66667
  8.00000,   4.00000,   7.66879
  4.00000,   8.00000,   7.64557
  3.00000,   9.00000,   7.61635
  5.00000,   7.00000,   7.60000
  7.00000,   5.00000,   7.59627
  8.00000,   4.00000,   7.59877
  10.00000,   2.00000,   7.61350
  8.00000,   4.00000,   7.61585
  8.00000,   4.00000,   7.61818
  5.00000,   7.00000,   7.60241
  8.00000,   4.00000,   7.60479
  10.00000,   2.00000,   7.61905
  6.00000,   6.00000,   7.60947
  11.00000,   1.00000,   7.62941
  5.00000,   7.00000,   7.61404
  10.00000,   2.00000,   7.62791
  6.00000,   6.00000,   7.61850
  7.00000,   5.00000,   7.61494
  4.00000,   8.00000,   7.59429
  4.00000,   8.00000,   7.57386
  6.00000,   6.00000,   7.56497
  10.00000,   2.00000,   7.57865
  7.00000,   5.00000,   7.57542
  10.00000,   2.00000,   7.58889
  7.00000,   5.00000,   7.58564
  8.00000,   4.00000,   7.58791
  10.00000,   2.00000,   7.60109
  6.00000,   6.00000,   7.59239
  8.00000,   4.00000,   7.59459
  6.00000,   6.00000,   7.58602
  8.00000,   4.00000,   7.58824
  6.00000,   6.00000,   7.57979
  4.00000,   8.00000,   7.56085
  10.00000,   2.00000,   7.57368
  6.00000,   6.00000,   7.56545
  4.00000,   8.00000,   7.54688
  8.00000,   4.00000,   7.54922
  8.00000,   4.00000,   7.55155
  8.00000,   4.00000,   7.55385
  6.00000,   6.00000,   7.54592
  7.00000,   5.00000,   7.54315
  6.00000,   6.00000,   7.53535
  7.00000,   5.00000,   7.53266
  6.00000,   6.00000,   7.52500
  6.00000,   6.00000,   7.51741
  6.00000,   6.00000,   7.50990
  9.00000,   3.00000,   7.51724
  6.00000,   6.00000,   7.50980
  6.00000,   6.00000,   7.50244
  8.00000,   4.00000,   7.50485
  6.00000,   6.00000,   7.49758
  6.00000,   6.00000,   7.49038
  6.00000,   6.00000,   7.48325
  8.00000,   4.00000,   7.48571
  8.00000,   4.00000,   7.48815
  9.00000,   3.00000,   7.49528
  8.00000,   4.00000,   7.49765
  7.00000,   5.00000,   7.49533
  2.00000,   10.00000,   7.46977
  7.00000,   5.00000,   7.46759
  10.00000,   2.00000,   7.47926
  8.00000,   4.00000,   7.48165
  9.00000,   3.00000,   7.48858
  7.00000,   5.00000,   7.48636
  8.00000,   4.00000,   7.48869
  7.00000,   5.00000,   7.48649
  7.00000,   5.00000,   7.48430
  7.00000,   5.00000,   7.48214
  8.00000,   4.00000,   7.48444
  6.00000,   6.00000,   7.47788
  9.00000,   3.00000,   7.48458
  9.00000,   3.00000,   7.49123
  6.00000,   6.00000,   7.48472
  6.00000,   6.00000,   7.47826
  4.00000,   8.00000,   7.46320
  10.00000,   2.00000,   7.47414
  6.00000,   6.00000,   7.46781
  5.00000,   7.00000,   7.45726
  8.00000,   4.00000,   7.45957
  12.00000,   0.00000,   7.47881
  10.00000,   2.00000,   7.48945
  4.00000,   8.00000,   7.47479
  10.00000,   2.00000,   7.48536
  8.00000,   4.00000,   7.48750
  9.00000,   3.00000,   7.49378
  10.00000,   2.00000,   7.50413
  6.00000,   6.00000,   7.49794
  10.00000,   2.00000,   7.50820
  9.00000,   3.00000,   7.51429
  5.00000,   7.00000,   7.50407
  6.00000,   6.00000,   7.49798
  8.00000,   4.00000,   7.50000
  6.00000,   6.00000,   7.49398
  8.00000,   4.00000,   7.49600
  5.00000,   7.00000,   7.48606
  10.00000,   2.00000,   7.49603
  6.00000,   6.00000,   7.49012
  6.00000,   6.00000,   7.48425
  8.00000,   4.00000,   7.48627
  6.00000,   6.00000,   7.48047
  8.00000,   4.00000,   7.48249
  8.00000,   4.00000,   7.48450
  6.00000,   6.00000,   7.47876
  8.00000,   4.00000,   7.48077
  4.00000,   8.00000,   7.46743
  6.00000,   6.00000,   7.46183
  7.00000,   5.00000,   7.46008
  5.00000,   7.00000,   7.45076
  8.00000,   4.00000,   7.45283
  5.00000,   7.00000,   7.44361
  6.00000,   6.00000,   7.43820
  6.00000,   6.00000,   7.43284
  6.00000,   6.00000,   7.42751
  7.00000,   5.00000,   7.42593
  8.00000,   4.00000,   7.42804
  4.00000,   8.00000,   7.41544
  8.00000,   4.00000,   7.41758
  7.00000,   5.00000,   7.41606
  10.00000,   2.00000,   7.42545
  6.00000,   6.00000,   7.42029
  6.00000,   6.00000,   7.41516
  8.00000,   4.00000,   7.41727
  4.00000,   8.00000,   7.40502
  6.00000,   6.00000,   7.40000
  10.00000,   2.00000,   7.40925
  8.00000,   4.00000,   7.41135
  10.00000,   2.00000,   7.42049
  7.00000,   5.00000,   7.41901
  7.00000,   5.00000,   7.41754
  10.00000,   2.00000,   7.42657
  4.00000,   8.00000,   7.41463
  9.00000,   3.00000,   7.42014
  9.00000,   3.00000,   7.42561
  8.00000,   4.00000,   7.42759
  10.00000,   2.00000,   7.43643
  8.00000,   4.00000,   7.43836
  7.00000,   5.00000,   7.43686
  5.00000,   7.00000,   7.42857
  10.00000,   2.00000,   7.43729
  6.00000,   6.00000,   7.43243
  5.00000,   7.00000,   7.42424
  6.00000,   6.00000,   7.41946
  8.00000,   4.00000,   7.42140
  6.00000,   6.00000,   7.41667
  5.00000,   7.00000,   7.40864
  6.00000,   6.00000,   7.40397
  9.00000,   3.00000,   7.40924
  6.00000,   6.00000,   7.40461
  8.00000,   4.00000,   7.40656
  6.00000,   6.00000,   7.40196
  6.00000,   6.00000,   7.39739
  5.00000,   7.00000,   7.38961
  6.00000,   6.00000,   7.38511
  8.00000,   4.00000,   7.38710
  6.00000,   6.00000,   7.38264
  8.00000,   4.00000,   7.38462
  7.00000,   5.00000,   7.38339
  10.00000,   2.00000,   7.39172
  8.00000,   4.00000,   7.39365
  8.00000,   4.00000,   7.39557
  10.00000,   2.00000,   7.40379
  5.00000,   7.00000,   7.39623
  9.00000,   3.00000,   7.40125
  12.00000,   0.00000,   7.41563
  6.00000,   6.00000,   7.41121
  5.00000,   7.00000,   7.40373
  7.00000,   5.00000,   7.40248
  10.00000,   2.00000,   7.41049
